product_id,product_name,category,subcategory,model_code,capacity,variant,mapping_confidence,docx_verification
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R303040240S,300KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R304040240S,400KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R305040240S,500KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R306040240S,600KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R308040240S,800KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R310040240S,1000KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R312540240S,1250KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R315040240S,1500KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R320040240S,2000KVA,,verified,docx_datasheet
PROD-043,AVR-1002 Three Phase (100-3000KVA),Automatic Voltage Regulators,Servo AVR,R330040240S,3000KVA,,verified,docx_datasheet
PROD-044,AVR-2001 Single Phase (5-30KVA),Automatic Voltage Regulators,Static AVR,T100523223S,5KVA,,verified,docx_datasheet
PROD-044,AVR-2001 Single Phase (5-30KVA),Automatic Voltage Regulators,Static AVR,T101023223S,10KVA,,verified,docx_datasheet
PROD-044,AVR-2001 Single Phase (5-30KVA),Automatic Voltage Regulators,Static AVR,T101523223S,15KVA,,verified,docx_datasheet
PROD-044,AVR-2001 Single Phase (5-30KVA),Automatic Voltage Regulators,Static AVR,T102023223S,20KVA,,verified,docx_datasheet
PROD-044,AVR-2001 Single Phase (5-30KVA),Automatic Voltage Regulators,Static AVR,T103023223S,30KVA,,verified,docx_datasheet
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T300140240S,10KVA,,verified,docx_datasheet
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T300240240S,20KVA,,verified,docx_datasheet
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T300340240S,30KVA,,verified,docx_datasheet
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T300540240S,50KVA,,verified,docx_datasheet
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T300840240S,80KVA,,verified,docx_datasheet
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T301040240S,100KVA,,conflict,not_in_docx_conflict
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T301240240S,120KVA,,conflict,not_in_docx_conflict
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T301540240S,150KVA,,conflict,not_in_docx_conflict
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T302040240S,200KVA,,conflict,not_in_docx_conflict
PROD-045,AVR-2002 Three Phase (10-250KVA),Automatic Voltage Regulators,Static AVR,T302540240S,250KVA,,conflict,not_in_docx_conflict
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T303040240S,300KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T304040240S,400KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T305040240S,500KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T306040240S,600KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T308040240S,800KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T310040240S,1000KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T312540240S,1250KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T315040240S,1500KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T320040240S,2000KVA,,verified,docx_datasheet
PROD-046,AVR-2002 Three Phase (300-3000KVA),Automatic Voltage Regulators,Static AVR,T330040240S,3000KVA,,verified,docx_datasheet
