product_id,product_name,category,subcategory,model_code,capacity,variant,mapping_confidence,resolution_method
PROD-049,T-4003 300-1200k TL 3-3 (1PF) Long Back-up series (300-1200KVA),UPS Solutions,On-line high frequency,OH3400T14400S,400.0KVA / 400.0KW,,flagged_for_review,ups_data_normalised
PROD-049,T-4003 300-1200k TL 3-3 (1PF) Long Back-up series (300-1200KVA),UPS Solutions,On-line high frequency,OH3500T14400S,500.0KVA / 500.0KW,,flagged_for_review,ups_data_normalised
PROD-049,T-4003 300-1200k TL 3-3 (1PF) Long Back-up series (300-1200KVA),UPS Solutions,On-line high frequency,OH3600T14400S,600.0KVA / 600.0KW,,flagged_for_review,ups_data_normalised
PROD-049,T-4003 300-1200k TL 3-3 (1PF) Long Back-up series (300-1200KVA),UPS Solutions,On-line high frequency,OH3800T14800S,800.0KVA / 800.0KW,,flagged_for_review,ups_data_normalised
PROD-049,T-4003 300-1200k TL 3-3 (1PF) Long Back-up series (300-1200KVA),UPS Solutions,On-line high frequency,OH31M0T14800S,"1,000.0KVA / 1,000.0KW",,flagged_for_review,ups_data_normalised
PROD-049,T-4003 300-1200k TL 3-3 (1PF) Long Back-up series (300-1200KVA),UPS Solutions,On-line high frequency,OH31M2T14800S,"1,200.0KVA / 1,200.0KW",,flagged_for_review,ups_data_normalised
PROD-050,T-4101 1-6k TB 1-1 (0.8PF) With Battery (1-6KVA),UPS Solutions,On-line low frequency,OL1001T80607S,1.0KVA / 0.8KW,,verified,ups_data_normalised
PROD-050,T-4101 1-6k TB 1-1 (0.8PF) With Battery (1-6KVA),UPS Solutions,On-line low frequency,OL1002T80607S,2.0KVA / 1.6KW,,verified,ups_data_normalised
PROD-050,T-4101 1-6k TB 1-1 (0.8PF) With Battery (1-6KVA),UPS Solutions,On-line low frequency,OL1003T80807S,3.0KVA / 2.4KW,,verified,ups_data_normalised
PROD-050,T-4101 1-6k TB 1-1 (0.8PF) With Battery (1-6KVA),UPS Solutions,On-line low frequency,OL1006T81607S,6.0KVA / 4.8KW,,verified,ups_data_normalised
PROD-051,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),UPS Solutions,On-line low frequency,OL1001T80600S,1.0KVA / 0.8KW,,verified,ups_data_normalised
PROD-051,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),UPS Solutions,On-line low frequency,OL1002T80600S,2.0KVA / 1.6KW,,verified,ups_data_normalised
PROD-051,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),UPS Solutions,On-line low frequency,OL1003T80800S,3.0KVA / 2.4KW,,verified,ups_data_normalised
PROD-051,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),UPS Solutions,On-line low frequency,OL1006T81600S,6.0KVA / 4.8KW,,verified,ups_data_normalised
PROD-051,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),UPS Solutions,On-line low frequency,OL1006T80800S,6.0KVA / 4.8KW,,verified,ups_data_normalised
PROD-051,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),UPS Solutions,On-line low frequency,OL1008T81600S,8.0KVA / 6.4KW,,verified,ups_data_normalised
PROD-051,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),UPS Solutions,On-line low frequency,OL1010T81600S,10.0KVA / 8.0KW,,verified,ups_data_normalised
PROD-051,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),UPS Solutions,On-line low frequency,OL1015T81600S,15.0KVA / 12.0KW,,verified,ups_data_normalised
PROD-052,T-4102 6-30k TB 3-1 Without Battery (6-30KVA),UPS Solutions,On-line low frequency,OL2006T83200S,6.0KVA / 4.8KW,,verified,ups_data_normalised
PROD-052,T-4102 6-30k TB 3-1 Without Battery (6-30KVA),UPS Solutions,On-line low frequency,OL2010T83200S,10.0KVA / 8.0KW,,flagged_for_review,ups_data_normalised
PROD-052,T-4102 6-30k TB 3-1 Without Battery (6-30KVA),UPS Solutions,On-line low frequency,OL2015T83200S,15.0KVA / 12.0KW,,verified,ups_data_normalised
PROD-052,T-4102 6-30k TB 3-1 Without Battery (6-30KVA),UPS Solutions,On-line low frequency,OL2020T83200S,20.0KVA / 16.0KW,,flagged_for_review,ups_data_normalised
PROD-052,T-4102 6-30k TB 3-1 Without Battery (6-30KVA),UPS Solutions,On-line low frequency,OL2030T83200S,30.0KVA / 24.0KW,,flagged_for_review,ups_data_normalised
PROD-053,T-4102 10-60k TB 3-1 (0.8PF) Without Battery (10-60KVA),UPS Solutions,On-line low frequency,OL2010T83200S,10.0KVA / 8.0KW,,flagged_for_review,ups_data_normalised
PROD-053,T-4102 10-60k TB 3-1 (0.8PF) Without Battery (10-60KVA),UPS Solutions,On-line low frequency,OL2020T83200S,20.0KVA / 16.0KW,,flagged_for_review,ups_data_normalised
PROD-053,T-4102 10-60k TB 3-1 (0.8PF) Without Battery (10-60KVA),UPS Solutions,On-line low frequency,OL2030T83200S,30.0KVA / 24.0KW,,flagged_for_review,ups_data_normalised
PROD-053,T-4102 10-60k TB 3-1 (0.8PF) Without Battery (10-60KVA),UPS Solutions,On-line low frequency,OL2040T83200S,40.0KVA / 32.0KW,,verified,ups_data_normalised
PROD-053,T-4102 10-60k TB 3-1 (0.8PF) Without Battery (10-60KVA),UPS Solutions,On-line low frequency,OL2060T83200S,60.0KVA / 48.0KW,,verified,ups_data_normalised
PROD-054,T-4103 10-40k TB 3-3 (0.9PF) Without Battery (10-40KVA),UPS Solutions,On-line low frequency,OL3010T93200S,10.0KVA / 9.0KW,,verified,ups_data_normalised
PROD-054,T-4103 10-40k TB 3-3 (0.9PF) Without Battery (10-40KVA),UPS Solutions,On-line low frequency,OL3015T93200S,15.0KVA / 13.5KW,,verified,ups_data_normalised
PROD-054,T-4103 10-40k TB 3-3 (0.9PF) Without Battery (10-40KVA),UPS Solutions,On-line low frequency,OL3020T93200S,20.0KVA / 18.0KW,,verified,ups_data_normalised
PROD-054,T-4103 10-40k TB 3-3 (0.9PF) Without Battery (10-40KVA),UPS Solutions,On-line low frequency,OL3030T93200S,30.0KVA / 27.0KW,,verified,ups_data_normalised
PROD-054,T-4103 10-40k TB 3-3 (0.9PF) Without Battery (10-40KVA),UPS Solutions,On-line low frequency,OL3040T93200S,40.0KVA / 36.0KW,,verified,ups_data_normalised
PROD-055,T-4103 60-120k TB 3-3 (0.9PF) Without Battery (60-120KVA),UPS Solutions,On-line low frequency,OL3060T93200S,60.0KVA / 54.0KW,,verified,ups_data_normalised
PROD-055,T-4103 60-120k TB 3-3 (0.9PF) Without Battery (60-120KVA),UPS Solutions,On-line low frequency,OL3080T93200S,80.0KVA / 72.0KW,,verified,ups_data_normalised
PROD-055,T-4103 60-120k TB 3-3 (0.9PF) Without Battery (60-120KVA),UPS Solutions,On-line low frequency,OL3100T93200S,100.0KVA / 90.0KW,,verified,ups_data_normalised
PROD-055,T-4103 60-120k TB 3-3 (0.9PF) Without Battery (60-120KVA),UPS Solutions,On-line low frequency,OL3120T93200S,120.0KVA / 108.0KW,,verified,ups_data_normalised
PROD-056,T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),UPS Solutions,On-line low frequency,OL3160T93200S,160.0KVA / 144.0KW,,verified,ups_data_normalised
PROD-056,T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),UPS Solutions,On-line low frequency,OL3200T93200S,200.0KVA / 180.0KW,,verified,ups_data_normalised
PROD-056,T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),UPS Solutions,On-line low frequency,OL3250T93200S,250.0KVA / 225.0KW,,verified,ups_data_normalised
PROD-056,T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),UPS Solutions,On-line low frequency,OL3300T93200S,300.0KVA / 270.0KW,,verified,ups_data_normalised
PROD-056,T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),UPS Solutions,On-line low frequency,OL3400T93200S,400.0KVA / 360.0KW,,verified,ups_data_normalised
PROD-056,T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),UPS Solutions,On-line low frequency,OL3500T93200S,500.0KVA / 450.0KW,,verified,ups_data_normalised
PROD-056,T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),UPS Solutions,On-line low frequency,OL3600T93200S,600.0KVA / 540.0KW,,verified,ups_data_normalised
PROD-057,T-4111 1-10k TB 1-1 (0.8PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OL1001R80600S,1.0KVA / 0.8KW,,verified,ups_data_normalised
PROD-057,T-4111 1-10k TB 1-1 (0.8PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OL1002R80600S,2.0KVA / 1.6KW,,verified,ups_data_normalised
PROD-057,T-4111 1-10k TB 1-1 (0.8PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OL1003R80800S,3.0KVA / 2.4KW,,verified,ups_data_normalised
PROD-057,T-4111 1-10k TB 1-1 (0.8PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OL1006R81600S,6.0KVA / 4.8KW,,verified,ups_data_normalised
PROD-057,T-4111 1-10k TB 1-1 (0.8PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OL1008R81600S,8.0KVA / 6.4KW,,verified,ups_data_normalised
PROD-057,T-4111 1-10k TB 1-1 (0.8PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OL1010R81600S,10.0KVA / 8.0KW,,verified,ups_data_normalised
PROD-058,T-4011 1-10k TL 1-1 (1PF) With Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1001C10207S,1.0KVA / 1.0KW,,verified,ups_data_normalised
PROD-058,T-4011 1-10k TL 1-1 (1PF) With Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1002C10407S,2.0KVA / 2.0KW,,verified,ups_data_normalised
PROD-058,T-4011 1-10k TL 1-1 (1PF) With Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1003C10607S,3.0KVA / 3.0KW,,verified,ups_data_normalised
PROD-058,T-4011 1-10k TL 1-1 (1PF) With Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1006C11607S,6.0KVA / 6.0KW,,verified,ups_data_normalised
PROD-058,T-4011 1-10k TL 1-1 (1PF) With Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1010C11607S,10.0KVA / 10.0KW,,verified,ups_data_normalised
PROD-059,T-4011 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),UPS Solutions,Rack-Mountable,OH1003R10400S,3.0KVA / 3.0KW,,verified,ups_data_normalised
PROD-059,T-4011 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),UPS Solutions,Rack-Mountable,OH1005R10400S,5.0KVA / 5.0KW,,verified,ups_data_normalised
PROD-060,T-4011 6-10k TL 1-1 (1PF) compatible with Lithium batteries,UPS Solutions,Rack-Mountable,OH1006R11600L,6.0KVA / 6.0KW,,verified,ups_data_normalised
PROD-060,T-4011 6-10k TL 1-1 (1PF) compatible with Lithium batteries,UPS Solutions,Rack-Mountable,OH1006R16000L,6.0KVA / 6.0KW,,flagged_for_review,ups_data_normalised
PROD-060,T-4011 6-10k TL 1-1 (1PF) compatible with Lithium batteries,UPS Solutions,Rack-Mountable,OH1010R11600L,10.0KVA / 10.0KW,,verified,ups_data_normalised
PROD-060,T-4011 6-10k TL 1-1 (1PF) compatible with Lithium batteries,UPS Solutions,Rack-Mountable,OH1010R16000L,10.0KVA / 10.0KW,,flagged_for_review,ups_data_normalised
PROD-060,T-4011 6-10k TL 1-1 (1PF) compatible with Lithium batteries,UPS Solutions,Rack-Mountable,OH2010R11600L,10.0KVA / 10.0KW,,verified,ups_data_normalised
PROD-061,T-4011 1-10k TL 1-1 (1PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1001C10300S,1.0KVA / 1.0KW,,verified,ups_data_normalised
PROD-061,T-4011 1-10k TL 1-1 (1PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1002C10600S,2.0KVA / 2.0KW,,verified,ups_data_normalised
PROD-061,T-4011 1-10k TL 1-1 (1PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1003C10800S,3.0KVA / 3.0KW,,verified,ups_data_normalised
PROD-061,T-4011 1-10k TL 1-1 (1PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1006C11600S,6.0KVA / 6.0KW,,verified,ups_data_normalised
PROD-061,T-4011 1-10k TL 1-1 (1PF) Without Battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1010C11600S,10.0KVA / 10.0KW,,verified,ups_data_normalised
PROD-062,T-4012 10-20k TL 3-1 (0.9PF) Without Battery (10-20KVA),UPS Solutions,Rack-Mountable,OH2010C81600S,10.0KVA / 9.0KW,,verified,ups_data_normalised
PROD-062,T-4012 10-20k TL 3-1 (0.9PF) Without Battery (10-20KVA),UPS Solutions,Rack-Mountable,OH2010C92000S,10.0KVA / 9.0KW,,verified,ups_data_normalised
PROD-062,T-4012 10-20k TL 3-1 (0.9PF) Without Battery (10-20KVA),UPS Solutions,Rack-Mountable,OH2015C81600S,15.0KVA / 13.5KW,,verified,ups_data_normalised
PROD-062,T-4012 10-20k TL 3-1 (0.9PF) Without Battery (10-20KVA),UPS Solutions,Rack-Mountable,OH2015C92000S,15.0KVA / 13.5KW,,verified,ups_data_normalised
PROD-062,T-4012 10-20k TL 3-1 (0.9PF) Without Battery (10-20KVA),UPS Solutions,Rack-Mountable,OH2020C81600S,20.0KVA / 18.0KW,,verified,ups_data_normalised
PROD-062,T-4012 10-20k TL 3-1 (0.9PF) Without Battery (10-20KVA),UPS Solutions,Rack-Mountable,OH2020C92000S,20.0KVA / 18.0KW,,verified,ups_data_normalised
PROD-063,T-4011 1-10k TL 1-1 (1PF) Compatible with Li-ion battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1001R11200L,1.0KVA / 1.0KW,,verified,ups_data_normalised
PROD-063,T-4011 1-10k TL 1-1 (1PF) Compatible with Li-ion battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1002R12300L,2.0KVA / 2.0KW,,verified,ups_data_normalised
PROD-063,T-4011 1-10k TL 1-1 (1PF) Compatible with Li-ion battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1003R13000L,3.0KVA / 3.0KW,,verified,ups_data_normalised
PROD-063,T-4011 1-10k TL 1-1 (1PF) Compatible with Li-ion battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1006R16000L,6.0KVA / 6.0KW,,flagged_for_review,ups_data_normalised
PROD-063,T-4011 1-10k TL 1-1 (1PF) Compatible with Li-ion battery (1-10KVA),UPS Solutions,Rack-Mountable,OH1010R16000L,10.0KVA / 10.0KW,,flagged_for_review,ups_data_normalised
PROD-064,T-4011 1-3k TL 1-1 (0.8PF) Compatible with Li-ion battery (1-3KVA),UPS Solutions,Rack-Mountable,OH1001R80400L,1.0KVA / 0.8KW,,verified,ups_data_normalised
PROD-064,T-4011 1-3k TL 1-1 (0.8PF) Compatible with Li-ion battery (1-3KVA),UPS Solutions,Rack-Mountable,OH1002R80400L,2.0KVA / 1.6KW,,verified,ups_data_normalised
PROD-064,T-4011 1-3k TL 1-1 (0.8PF) Compatible with Li-ion battery (1-3KVA),UPS Solutions,Rack-Mountable,OH1003R80400L,3.0KVA / 2.4KW,,verified,ups_data_normalised
PROD-065,T-6003 50-600k TL 3-3 (1PF) Modular Without Battery (50-600KVA),UPS Solutions,Modular Series,MH3200U15000S,200.0KVA / 200.0KW,,verified,ups_data_normalised
PROD-065,T-6003 50-600k TL 3-3 (1PF) Modular Without Battery (50-600KVA),UPS Solutions,Modular Series,MH3300U15000S,300.0KVA / 300.0KW,,verified,ups_data_normalised
PROD-065,T-6003 50-600k TL 3-3 (1PF) Modular Without Battery (50-600KVA),UPS Solutions,Modular Series,MH3400U15000S,400.0KVA / 400.0KW,,verified,ups_data_normalised
PROD-065,T-6003 50-600k TL 3-3 (1PF) Modular Without Battery (50-600KVA),UPS Solutions,Modular Series,MH3500U15000S,500.0KVA / 500.0KW,,verified,ups_data_normalised
PROD-065,T-6003 50-600k TL 3-3 (1PF) Modular Without Battery (50-600KVA),UPS Solutions,Modular Series,MH3600U15000S,600.0KVA / 600.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3060U94000S,60.0KVA / 60.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3080U94000S,80.0KVA / 80.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3100U94000S,100.0KVA / 100.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3120U94000S,120.0KVA / 120.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3160U94000S,160.0KVA / 160.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3180U94000S,180.0KVA / 180.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3200U94000S,200.0KVA / 200.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3240U94000S,240.0KVA / 240.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3300U94000S,300.0KVA / 300.0KW,,verified,ups_data_normalised
PROD-066,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),UPS Solutions,Modular Series,MH3400U94000S,400.0KVA / 400.0KW,,verified,ups_data_normalised
PROD-067,T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),UPS Solutions,Modular Series,OH3300T14400S,300.0KVA / 300.0KW,,flagged_for_review,ups_data_normalised
PROD-067,T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),UPS Solutions,Modular Series,OH3400T14400S,400.0KVA / 400.0KW,,flagged_for_review,ups_data_normalised
PROD-067,T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),UPS Solutions,Modular Series,OH3500T14400S,500.0KVA / 500.0KW,,flagged_for_review,ups_data_normalised
PROD-067,T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),UPS Solutions,Modular Series,OH3600T14400S,600.0KVA / 600.0KW,,flagged_for_review,ups_data_normalised
PROD-067,T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),UPS Solutions,Modular Series,OH3800T14800S,800.0KVA / 800.0KW,,flagged_for_review,ups_data_normalised
PROD-067,T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),UPS Solutions,Modular Series,OH31M0T14800S,"1,000.0KVA / 1,000.0KW",,flagged_for_review,ups_data_normalised
PROD-067,T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),UPS Solutions,Modular Series,OH31M2T14800S,"1,200.0KVA / 1,200.0KW",,flagged_for_review,ups_data_normalised
PROD-068,T-7701 1.6-6k TL 1-1 (1PF) Without Battery (1.6-6KVA),UPS Solutions,Inverters,IH11X6W10100C,1.6KVA / 1.6KW,,verified,ups_data_normalised
PROD-068,T-7701 1.6-6k TL 1-1 (1PF) Without Battery (1.6-6KVA),UPS Solutions,Inverters,IH13X2W10200C,3.2KVA / 3.2KW,,flagged_for_review,ups_data_normalised
PROD-068,T-7701 1.6-6k TL 1-1 (1PF) Without Battery (1.6-6KVA),UPS Solutions,Inverters,IH1004W10200C,4.0KVA / 4.0KW,,verified,ups_data_normalised
PROD-068,T-7701 1.6-6k TL 1-1 (1PF) Without Battery (1.6-6KVA),UPS Solutions,Inverters,IH1006W10400C,6.0KVA / 6.0KW,,verified,ups_data_normalised
PROD-069,T-7701 6-10k TL 1-1 (1PF) Without Battery (6-10KVA),UPS Solutions,Inverters,IH1006W10400S,6.0KVA / 6.0KW,,verified,ups_data_normalised
PROD-069,T-7701 6-10k TL 1-1 (1PF) Without Battery (6-10KVA),UPS Solutions,Inverters,IH1008W10400S,8.0KVA / 8.0KW,,verified,ups_data_normalised
PROD-069,T-7701 6-10k TL 1-1 (1PF) Without Battery (6-10KVA),UPS Solutions,Inverters,IH1010W10400S,10.0KVA / 10.0KW,,flagged_for_review,ups_data_normalised
PROD-070,T-7701 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),UPS Solutions,Inverters,IH1003R10200M,3.0KVA / 3.0KW,,verified,ups_data_normalised
PROD-070,T-7701 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),UPS Solutions,Inverters,IH1003W10200M,3.0KVA / 3.0KW,,verified,ups_data_normalised
PROD-070,T-7701 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),UPS Solutions,Inverters,IH1005R10400M,5.0KVA / 5.0KW,,verified,ups_data_normalised
PROD-070,T-7701 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),UPS Solutions,Inverters,IH1005W10400M,5.0KVA / 5.0KW,,verified,ups_data_normalised
PROD-071,T-7701 11k TL 1-1 (1PF) Without Battery (11KVA),UPS Solutions,Inverters,IH1011W10400C,11.0KVA / 11.0KW,,verified,ups_data_normalised
PROD-072,T-7703 8-20k 3-3 (1PF) Without Battery (8-20KVA),UPS Solutions,Inverters,IH3010W10400M,10.0KVA / 10.0KW,,flagged_for_review,ups_data_normalised
PROD-072,T-7703 8-20k 3-3 (1PF) Without Battery (8-20KVA),UPS Solutions,Inverters,IH3012W10400M,12.0KVA / 12.0KW,,verified,ups_data_normalised
PROD-072,T-7703 8-20k 3-3 (1PF) Without Battery (8-20KVA),UPS Solutions,Inverters,IH3015W10400M,15.0KVA / 15.0KW,,verified,ups_data_normalised
PROD-072,T-7703 8-20k 3-3 (1PF) Without Battery (8-20KVA),UPS Solutions,Inverters,IH3020W10400M,20.0KVA / 20.0KW,,verified,ups_data_normalised
PROD-073,Static Transfer Switch (STS) TL 1-1 16-32A,UPS Solutions,Accessories,STS22016,16A,,verified,ups_data_normalised
PROD-073,Static Transfer Switch (STS) TL 1-1 16-32A,UPS Solutions,Accessories,STS22032,32A,,verified,ups_data_normalised
PROD-074,Static Transfer Switch (STS) TL 3-3 25-200A,UPS Solutions,Accessories,STS380025,25A,,verified,ups_data_normalised
PROD-074,Static Transfer Switch (STS) TL 3-3 25-200A,UPS Solutions,Accessories,STS380032,32A,,verified,ups_data_normalised
PROD-074,Static Transfer Switch (STS) TL 3-3 25-200A,UPS Solutions,Accessories,STS380045,45A,,verified,ups_data_normalised
PROD-074,Static Transfer Switch (STS) TL 3-3 25-200A,UPS Solutions,Accessories,STS380063,63A,,verified,ups_data_normalised
PROD-074,Static Transfer Switch (STS) TL 3-3 25-200A,UPS Solutions,Accessories,STS380100,100A,,verified,ups_data_normalised
PROD-074,Static Transfer Switch (STS) TL 3-3 25-200A,UPS Solutions,Accessories,STS380160,160A,,verified,ups_data_normalised
PROD-074,Static Transfer Switch (STS) TL 3-3 25-200A,UPS Solutions,Accessories,STS380200,200A,,verified,ups_data_normalised
